1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,streaming
726.1590909090909,2080.0,2.727272727272727,3.022727272727273,0
605.46875,20537.03125,4.75,15.546875,0
832.1724137931035,4144.931034482759,2.5172413793103448,4.758620689655173,0
480.7307692307692,657.5769230769231,2.0,2.269230769230769,0
831.2692307692307,7266.4807692307695,5.8076923076923075,7.173076923076923,0
949.150289017341,4645.815028901734,4.283236994219653,5.46242774566474,0
662.70796460177,5862.203539823009,4.442477876106195,5.95575221238938,0
323.4782608695652,1155.1739130434783,1.7173913043478262,2.3260869565217392,0
435.6190476190476,2116.8571428571427,2.6666666666666665,2.857142857142857,0
155.97916666666666,134.41666666666666,1.2291666666666667,1.2291666666666667,0
253.23423423423424,462.93693693693695,1.6486486486486487,1.6396396396396395,0
309.22,919.24,1.78,2.24,0
892.9954545454545,4684.331818181819,4.286363636363636,5.622727272727273,0
566.6181818181818,3996.3727272727274,3.4272727272727272,5.045454545454546,0
310.11764705882354,322.6666666666667,1.5490196078431373,1.9411764705882353,0
258.98039215686276,756.6862745098039,1.8627450980392157,2.0588235294117645,0
154.4,643.3285714285714,1.4142857142857144,1.5285714285714285,0
99.94666666666667,92.61333333333333,0.8933333333333333,1.0933333333333333,0
216.125,278.578125,1.328125,1.640625,0
267.2857142857143,660.3214285714286,1.5714285714285714,1.8214285714285714,0
678.4477611940298,2154.223880597015,3.2313432835820897,3.5223880597014925,0
725.75,4420.331395348837,3.505813953488372,5.284883720930233,0
330.390243902439,155.46341463414635,1.3658536585365855,1.4390243902439024,0
381.8666666666667,187.26666666666668,1.5,1.4,0
478.16326530612247,463.8979591836735,1.9183673469387754,2.061224489795918,0
304.66355140186914,1371.5327102803737,2.2710280373831777,2.7570093457943927,0
169.98507462686567,143.52238805970148,1.2835820895522387,1.537313432835821,0
192.12244897959184,239.51020408163265,1.4285714285714286,1.469387755102041,0
574.329268292683,951.390243902439,2.268292682926829,2.317073170731707,0
972.6033333333334,2050.68,3.22,3.58,0
823.2479338842975,1063.1404958677685,2.322314049586777,2.520661157024793,0
517.1724137931035,1220.4137931034484,2.1379310344827585,2.689655172413793,0
911.2424242424242,563.2121212121212,2.8181818181818183,2.409090909090909,0
1300.5246913580247,3574.5864197530864,3.765432098765432,5.2592592592592595,0
888.0071428571429,3892.1,3.414285714285714,5.2,0
986.1746031746031,619.0952380952381,2.3015873015873014,2.4603174603174605,0
998.4318181818181,402.47727272727275,2.272727272727273,2.25,0
600.7654320987655,536.5432098765432,2.0617283950617282,2.185185185185185,0
659.3,306.7142857142857,1.7285714285714286,1.8,0
384.530303030303,110.62121212121212,1.6515151515151516,1.4848484848484849,0
919.4347826086956,273.89130434782606,2.260869565217391,1.9565217391304348,0
1387.5771144278608,1582.044776119403,3.611940298507463,4.0945273631840795,0
664.2222222222222,1553.8271604938273,2.54320987654321,3.2839506172839505,0
1250.5228758169935,1934.7712418300653,3.150326797385621,4.065359477124183,0
1218.8315217391305,1326.0380434782608,3.2065217391304346,3.5434782608695654,0
918.6167664670659,2087.068862275449,3.410179640718563,3.781437125748503,0
724.356890459364,5969.010600706713,3.5406360424028267,6.4522968197879855,0
534.0428571428571,9558.114285714286,2.9,8.271428571428572,0
161.69736842105263,178.51315789473685,1.2763157894736843,1.5657894736842106,0
100.62204724409449,130.5275590551181,1.1811023622047243,1.094488188976378,0
243.9375,111.1875,1.1979166666666667,1.2916666666666667,0
126.64137931034483,230.99310344827586,1.3103448275862069,1.3517241379310345,0
223.74603174603175,224.0,1.3650793650793651,1.4285714285714286,0
202.67391304347825,245.65217391304347,1.2391304347826086,1.2608695652173914,0
660.6683937823834,1701.1917098445597,2.9792746113989637,3.305699481865285,0
307.05494505494505,508.83516483516485,1.8461538461538463,1.989010989010989,0
189.22222222222223,244.64444444444445,1.3555555555555556,1.5777777777777777,0
234.71153846153845,151.42307692307693,1.3076923076923077,1.3846153846153846,0
